#REFERENCE 3 0.0000000 0.0000000
55	4.915331	-1.875000	-2.901727	-0.743104	
55	4.785595	-1.250000	-3.159393	-0.652554	
56	4.785595	-1.250000	-3.159393	-0.652554	
56	4.642063	-0.625000	-3.378185	-0.602442	
57	4.642063	-0.625000	-3.378185	-0.602442	
57	4.497746	0.000000	-3.535838	-0.586954	
58	4.366923	0.625000	-3.611323	-0.589771	
58	4.375000	0.585820	-3.608891	-0.589469	
59	4.375000	0.585820	-3.608891	-0.589469	
59	4.497746	0.000000	-3.535838	-0.586954	
60	4.366923	0.625000	-3.611323	-0.589771	
60	4.263540	1.250000	-3.591825	-0.584404	
61	4.263540	1.250000	-3.591825	-0.584404	
61	4.180985	1.875000	-3.490416	-0.545584	
62	4.180985	1.875000	-3.490416	-0.545584	
62	4.106635	2.500000	-3.330003	-0.458525	
63	4.106635	2.500000	-3.330003	-0.458525	
63	4.027360	3.125000	-3.133561	-0.319059	
64	4.027360	3.125000	-3.133561	-0.319059	
64	3.933425	3.750000	-2.918689	-0.129053	
65	3.933425	3.750000	-2.918689	-0.129053	
65	3.818244	4.375000	-2.697563	0.107219	
66	3.750000	4.682799	-2.589723	0.238143	
66	3.818244	4.375000	-2.697563	0.107219	
67	3.689665	5.000000	-2.474472	0.390205	
67	3.750000	4.682799	-2.589723	0.238143	
68	3.689665	5.000000	-2.474472	0.390205	
68	3.546771	5.625000	-2.256212	0.715817	
69	3.546771	5.625000	-2.256212	0.715817	
69	3.373713	6.250000	-2.050882	1.073998	
70	3.373713	6.250000	-2.050882	1.073998	
70	3.167231	6.875000	-1.860607	1.460987	
71	3.125000	6.990890	-1.827090	1.535668	
71	3.167231	6.875000	-1.860607	1.460987	
72	2.950782	7.500000	-1.683362	1.882443	
72	3.125000	6.990890	-1.827090	1.535668	
73	2.950782	7.500000	-1.683362	1.882443	
73	2.700348	8.125000	-1.524371	2.327899	
74	2.500000	8.564573	-1.424008	2.654115	
74	2.700348	8.125000	-1.524371	2.327899	
75	2.415457	8.750000	-1.384127	2.796378	
75	2.500000	8.564573	-1.424008	2.654115	
76	2.415457	8.750000	-1.384127	2.796378	
76	2.102302	9.375000	-1.263017	3.288710	
77	1.875000	9.779838	-1.195716	3.618267	
77	2.102302	9.375000	-1.263017	3.288710	
78	1.742336	10.000000	-1.162905	3.801012	
78	1.875000	9.779838	-1.195716	3.618267	
79	0.847826	11.250000	-1.030914	4.889511	
79	1.250000	10.745492	-1.072424	4.440206	
80	1.742336	10.000000	-1.162905	3.801012	
80	1.333101	10.625000	-1.084818	4.334573	
81	1.250000	10.745492	-1.072424	4.440206	
