#REFERENCE 3 0.000000 0.000000
7 -8.333333 -18.333333 0.4404 0.0000   63.79 0.0 0.0
8 -6.666667 -18.333333 0.4948 0.0000   68.49 0.0 0.0
9 -5.000000 -18.333333 0.5594 0.0000   73.47 0.0 0.0
10 -3.333333 -18.333333 0.6326 0.0000   78.66 0.0 0.0
11 -1.666667 -18.333333 0.7086 0.0000   83.99 0.0 0.0
12 0.000000 -18.333333 0.7750 0.0000   89.38 0.0 0.0
13 1.666667 -18.333333 0.8172 0.0000   94.74 0.0 0.0
14 3.333333 -18.333333 0.8246 0.0000  100.00 0.0 0.0
15 5.000000 -18.333333 0.7957 0.0000  105.11 0.0 0.0
16 6.666667 -18.333333 0.7376 0.0000  110.02 0.0 0.0
17 8.333333 -18.333333 0.6640 0.0000  114.69 0.0 0.0
18 10.000000 -18.333333 0.5888 0.0000  119.10 0.0 0.0
19 11.666667 -18.333333 0.5201 0.0000  123.22 0.0 0.0
20 13.333333 -18.333333 0.4609 0.0000  127.05 0.0 0.0
21 15.000000 -18.333333 0.4114 0.0000  130.59 0.0 0.0
22 16.666667 -18.333333 0.3703 0.0000  133.84 0.0 0.0
23 18.333333 -18.333333 0.3361 0.0000  136.83 0.0 0.0
24 20.000000 -18.333333 0.3076 0.0000  139.56 0.0 0.0
0 -20.000000 -16.666667 0.2517 0.0000   37.36 0.0 0.0
1 -18.333333 -16.666667 0.2686 0.0000   39.84 0.0 0.0
2 -16.666667 -16.666667 0.2881 0.0000   42.60 0.0 0.0
3 -15.000000 -16.666667 0.3111 0.0000   45.68 0.0 0.0
4 -13.333333 -16.666667 0.3384 0.0000   49.10 0.0 0.0
5 -11.666667 -16.666667 0.3713 0.0000   52.90 0.0 0.0
6 -10.000000 -16.666667 0.4116 0.0000   57.10 0.0 0.0
7 -8.333333 -16.666667 0.4612 0.0000   61.71 0.0 0.0
8 -6.666667 -16.666667 0.5223 0.0000   66.70 0.0 0.0
9 -5.000000 -16.666667 0.5962 0.0000   72.05 0.0 0.0
10 -3.333333 -16.666667 0.6812 0.0000   77.68 0.0 0.0
11 -1.666667 -16.666667 0.7692 0.0000   83.49 0.0 0.0
12 0.000000 -16.666667 0.8436 0.0000   89.39 0.0 0.0
13 1.666667 -16.666667 0.8861 0.0000   95.25 0.0 0.0
14 3.333333 -16.666667 0.8883 0.0000  101.00 0.0 0.0
15 5.000000 -16.666667 0.8499 0.0000  106.55 0.0 0.0
16 6.666667 -16.666667 0.7787 0.0000  111.84 0.0 0.0
17 8.333333 -16.666667 0.6918 0.0000  116.83 0.0 0.0
18 10.000000 -16.666667 0.6062 0.0000  121.48 0.0 0.0
19 11.666667 -16.666667 0.5306 0.0000  125.78 0.0 0.0
20 13.333333 -16.666667 0.4673 0.0000  129.73 0.0 0.0
21 15.000000 -16.666667 0.4154 0.0000  133.34 0.0 0.0
22 16.666667 -16.666667 0.3729 0.0000  136.62 0.0 0.0
23 18.333333 -16.666667 0.3380 0.0000  139.60 0.0 0.0
24 20.000000 -16.666667 0.3090 0.0000  142.30 0.0 0.0
0 -20.000000 -15.000000 0.2574 0.0000   34.64 0.0 0.0
1 -18.333333 -15.000000 0.2751 0.0000   37.05 0.0 0.0
2 -16.666667 -15.000000 0.2957 0.0000   39.76 0.0 0.0
3 -15.000000 -15.000000 0.3199 0.0000   42.81 0.0 0.0
4 -13.333333 -15.000000 0.3490 0.0000   46.24 0.0 0.0
5 -11.666667 -15.000000 0.3844 0.0000   50.11 0.0 0.0
6 -10.000000 -15.000000 0.4282 0.0000   54.44 0.0 0.0
7 -8.333333 -15.000000 0.4829 0.0000   59.26 0.0 0.0
8 -6.666667 -15.000000 0.5514 0.0000   64.57 0.0 0.0
9 -5.000000 -15.000000 0.6360 0.0000   70.34 0.0 0.0
10 -3.333333 -15.000000 0.7345 0.0000   76.48 0.0 0.0
11 -1.666667 -15.000000 0.8350 0.0000   82.88 0.0 0.0
12 0.000000 -15.000000 0.9137 0.0000   89.39 0.0 0.0
13 1.666667 -15.000000 0.9512 0.0000   95.88 0.0 0.0
14 3.333333 -15.000000 0.9473 0.0000  102.20 0.0 0.0
15 5.000000 -15.000000 0.9018 0.0000  108.27 0.0 0.0
16 6.666667 -15.000000 0.8179 0.0000  114.00 0.0 0.0
17 8.333333 -15.000000 0.7171 0.0000  119.33 0.0 0.0
18 10.000000 -15.000000 0.6210 0.0000  124.24 0.0 0.0
19 11.666667 -15.000000 0.5389 0.0000  128.71 0.0 0.0
20 13.333333 -15.000000 0.4720 0.0000  132.75 0.0 0.0
21 15.000000 -15.000000 0.4182 0.0000  136.40 0.0 0.0
22 16.666667 -15.000000 0.3747 0.0000  139.67 0.0 0.0
23 18.333333 -15.000000 0.3393 0.0000  142.61 0.0 0.0
24 20.000000 -15.000000 0.3101 0.0000  145.25 0.0 0.0
0 -20.000000 -13.333333 0.2630 0.0000   31.71 0.0 0.0
1 -18.333333 -13.333333 0.2815 0.0000   34.02 0.0 0.0
2 -16.666667 -13.333333 0.3032 0.0000   36.63 0.0 0.0
3 -15.000000 -13.333333 0.3289 0.0000   39.62 0.0 0.0
4 -13.333333 -13.333333 0.3598 0.0000   43.02 0.0 0.0
5 -11.666667 -13.333333 0.3977 0.0000   46.91 0.0 0.0
6 -10.000000 -13.333333 0.4450 0.0000   51.34 0.0 0.0
7 -8.333333 -13.333333 0.5051 0.0000   56.37 0.0 0.0
8 -6.666667 -13.333333 0.5819 0.0000   62.01 0.0 0.0
9 -5.000000 -13.333333 0.6785 0.0000   68.24 0.0 0.0
10 -3.333333 -13.333333 0.7919 0.0000   74.99 0.0 0.0
11 -1.666667 -13.333333 0.9027 0.0000   82.11 0.0 0.0
12 0.000000 -13.333333 0.9745 0.0000   89.39 0.0 0.0
13 1.666667 -13.333333 0.9953 0.0000   96.65 0.0 0.0
14 3.333333 -13.333333 0.9899 0.0000  103.68 0.0 0.0
15 5.000000 -13.333333 0.9468 0.0000  110.37 0.0 0.0
16 6.666667 -13.333333 0.8531 0.0000  116.59 0.0 0.0
17 8.333333 -13.333333 0.7386 0.0000  122.29 0.0 0.0
18 10.000000 -13.333333 0.6325 0.0000  127.45 0.0 0.0
19 11.666667 -13.333333 0.5448 0.0000  132.06 0.0 0.0
20 13.333333 -13.333333 0.4750 0.0000  136.16 0.0 0.0
21 15.000000 -13.333333 0.4198 0.0000  139.80 0.0 0.0
22 16.666667 -13.333333 0.3757 0.0000  143.02 0.0 0.0
23 18.333333 -13.333333 0.3400 0.0000  145.88 0.0 0.0
24 20.000000 -13.333333 0.3107 0.0000  148.42 0.0 0.0
0 -20.000000 -11.666667 0.2685 0.0000   28.56 0.0 0.0
1 -18.333333 -11.666667 0.2879 0.0000   30.72 0.0 0.0
2 -16.666667 -11.666667 0.3106 0.0000   33.21 0.0 0.0
3 -15.000000 -11.666667 0.3377 0.0000   36.07 0.0 0.0
4 -13.333333 -11.666667 0.3705 0.0000   39.39 0.0 0.0
5 -11.666667 -11.666667 0.4109 0.0000   43.25 0.0 0.0
6 -10.000000 -11.666667 0.4619 0.0000   47.73 0.0 0.0
7 -8.333333 -11.666667 0.5277 0.0000   52.92 0.0 0.0
8 -6.666667 -11.666667 0.6133 0.0000   58.89 0.0 0.0
9 -5.000000 -11.666667 0.7232 0.0000   65.64 0.0 0.0
10 -3.333333 -11.666667 0.8517 0.0000   73.11 0.0 0.0
11 -1.666667 -11.666667 0.9636 0.0000   81.12 0.0 0.0
12 0.000000 -11.666667 0.9996 0.0000   89.39 0.0 0.0
13 1.666667 -11.666667 0.9832 0.0000   97.62 0.0 0.0
14 3.333333 -11.666667 0.9969 0.0000  105.55 0.0 0.0
15 5.000000 -11.666667 0.9799 0.0000  112.97 0.0 0.0
16 6.666667 -11.666667 0.8824 0.0000  119.75 0.0 0.0
17 8.333333 -11.666667 0.7551 0.0000  125.84 0.0 0.0
18 10.000000 -11.666667 0.6401 0.0000  131.21 0.0 0.0
19 11.666667 -11.666667 0.5479 0.0000  135.91 0.0 0.0
20 13.333333 -11.666667 0.4761 0.0000  140.01 0.0 0.0
21 15.000000 -11.666667 0.4202 0.0000  143.58 0.0 0.0
22 16.666667 -11.666667 0.3759 0.0000  146.69 0.0 0.0
23 18.333333 -11.666667 0.3402 0.0000  149.42 0.0 0.0
24 20.000000 -11.666667 0.3110 0.0000  151.81 0.0 0.0
0 -20.000000 -10.000000 0.2738 0.0000   25.18 0.0 0.0
1 -18.333333 -10.000000 0.2941 0.0000   27.16 0.0 0.0
2 -16.666667 -10.000000 0.3180 0.0000   29.46 0.0 0.0
3 -15.000000 -10.000000 0.3464 0.0000   32.15 0.0 0.0
4 -13.333333 -10.000000 0.3810 0.0000   35.31 0.0 0.0
5 -11.666667 -10.000000 0.4239 0.0000   39.04 0.0 0.0
6 -10.000000 -10.000000 0.4786 0.0000   43.48 0.0 0.0
7 -8.333333 -10.000000 0.5501 0.0000   48.77 0.0 0.0
8 -6.666667 -10.000000 0.6449 0.0000   55.03 0.0 0.0
9 -5.000000 -10.000000 0.7687 0.0000   62.34 0.0 0.0
10 -3.333333 -10.000000 0.9101 0.0000   70.67 0.0 0.0
11 -1.666667 -10.000000 0.9989 0.0000   79.81 0.0 0.0
12 0.000000 -10.000000 0.9345 0.0000   89.38 0.0 0.0
13 1.666667 -10.000000 0.8557 0.0000   98.89 0.0 0.0
14 3.333333 -10.000000 0.9446 0.0000  107.96 0.0 0.0
15 5.000000 -10.000000 0.9972 0.0000  116.27 0.0 0.0
16 6.666667 -10.000000 0.9041 0.0000  123.67 0.0 0.0
17 8.333333 -10.000000 0.7654 0.0000  130.11 0.0 0.0
18 10.000000 -10.000000 0.6432 0.0000  135.63 0.0 0.0
19 11.666667 -10.000000 0.5480 0.0000  140.33 0.0 0.0
20 13.333333 -10.000000 0.4754 0.0000  144.34 0.0 0.0
21 15.000000 -10.000000 0.4194 0.0000  147.76 0.0 0.0
22 16.666667 -10.000000 0.3753 0.0000  150.70 0.0 0.0
23 18.333333 -10.000000 0.3399 0.0000  153.23 0.0 0.0
24 20.000000 -10.000000 0.3108 0.0000  155.43 0.0 0.0
0 -20.000000 -8.333333 0.2789 0.0000   21.59 0.0 0.0
1 -18.333333 -8.333333 0.3001 0.0000   23.34 0.0 0.0
2 -16.666667 -8.333333 0.3250 0.0000   25.39 0.0 0.0
3 -15.000000 -8.333333 0.3549 0.0000   27.82 0.0 0.0
4 -13.333333 -8.333333 0.3913 0.0000   30.73 0.0 0.0
5 -11.666667 -8.333333 0.4367 0.0000   34.23 0.0 0.0
6 -10.000000 -8.333333 0.4949 0.0000   38.50 0.0 0.0
7 -8.333333 -8.333333 0.5717 0.0000   43.74 0.0 0.0
8 -6.666667 -8.333333 0.6756 0.0000   50.19 0.0 0.0
9 -5.000000 -8.333333 0.8132 0.0000   58.04 0.0 0.0
10 -3.333333 -8.333333 0.9605 0.0000   67.39 0.0 0.0
11 -1.666667 -8.333333 0.9711 0.0000   78.01 0.0 0.0
12 0.000000 -8.333333 0.6913 0.0000   89.35 0.0 0.0
13 1.666667 -8.333333 0.5509 0.0000  100.64 0.0 0.0
14 3.333333 -8.333333 0.8184 0.0000  111.19 0.0 0.0
15 5.000000 -8.333333 0.9994 0.0000  120.57 0.0 0.0
16 6.666667 -8.333333 0.9167 0.0000  128.60 0.0 0.0
17 8.333333 -8.333333 0.7682 0.0000  135.30 0.0 0.0
18 10.000000 -8.333333 0.6414 0.0000  140.83 0.0 0.0
19 11.666667 -8.333333 0.5452 0.0000  145.40 0.0 0.0
20 13.333333 -8.333333 0.4729 0.0000  149.19 0.0 0.0
21 15.000000 -8.333333 0.4175 0.0000  152.36 0.0 0.0
22 16.666667 -8.333333 0.3740 0.0000  155.03 0.0 0.0
23 18.333333 -8.333333 0.3390 0.0000  157.31 0.0 0.0
24 20.000000 -8.333333 0.3103 0.0000  159.27 0.0 0.0
0 -20.000000 -6.666667 0.2837 0.0000   17.78 0.0 0.0
1 -18.333333 -6.666667 0.3057 0.0000   19.26 0.0 0.0
2 -16.666667 -6.666667 0.3318 0.0000   21.00 0.0 0.0
3 -15.000000 -6.666667 0.3630 0.0000   23.09 0.0 0.0
4 -13.333333 -6.666667 0.4012 0.0000   25.63 0.0 0.0
5 -11.666667 -6.666667 0.4489 0.0000   28.76 0.0 0.0
6 -10.000000 -6.666667 0.5104 0.0000   32.67 0.0 0.0
7 -8.333333 -6.666667 0.5922 0.0000   37.65 0.0 0.0
8 -6.666667 -6.666667 0.7042 0.0000   44.05 0.0 0.0
9 -5.000000 -6.666667 0.8539 0.0000   52.31 0.0 0.0
10 -3.333333 -6.666667 0.9933 0.0000   62.78 0.0 0.0
11 -1.666667 -6.666667 0.8202 0.0000   75.40 0.0 0.0
12 0.000000 -6.666667 0.2097 0.0000   89.32 0.0 0.0
13 1.666667 -6.666667 0.0859 0.0000  103.16 0.0 0.0
14 3.333333 -6.666667 0.6361 0.0000  115.72 0.0 0.0
15 5.000000 -6.666667 0.9939 0.0000  126.32 0.0 0.0
16 6.666667 -6.666667 0.9191 0.0000  134.87 0.0 0.0
17 8.333333 -6.666667 0.7630 0.0000  141.61 0.0 0.0
18 10.000000 -6.666667 0.6348 0.0000  146.93 0.0 0.0
19 11.666667 -6.666667 0.5398 0.0000  151.16 0.0 0.0
20 13.333333 -6.666667 0.4689 0.0000  154.57 0.0 0.0
21 15.000000 -6.666667 0.4146 0.0000  157.37 0.0 0.0
22 16.666667 -6.666667 0.3720 0.0000  159.68 0.0 0.0
23 18.333333 -6.666667 0.3377 0.0000  161.63 0.0 0.0
24 20.000000 -6.666667 0.3094 0.0000  163.30 0.0 0.0
0 -20.000000 -5.000000 0.2881 0.0000   13.79 0.0 0.0
1 -18.333333 -5.000000 0.3110 0.0000   14.94 0.0 0.0
2 -16.666667 -5.000000 0.3381 0.0000   16.31 0.0 0.0
3 -15.000000 -5.000000 0.3707 0.0000   17.97 0.0 0.0
4 -13.333333 -5.000000 0.4106 0.0000   20.02 0.0 0.0
5 -11.666667 -5.000000 0.4606 0.0000   22.60 0.0 0.0
6 -10.000000 -5.000000 0.5251 0.0000   25.91 0.0 0.0
7 -8.333333 -5.000000 0.6112 0.0000   30.29 0.0 0.0
8 -6.666667 -5.000000 0.7297 0.0000   36.22 0.0 0.0
9 -5.000000 -5.000000 0.8881 0.0000   44.46 0.0 0.0
10 -3.333333 -5.000000 0.9980 0.0000   55.97 0.0 0.0
11 -1.666667 -5.000000 0.4849 0.0000   71.29 0.0 0.0
12 0.000000 -5.000000 0.0000 0.3951   89.28 0.0 0.0
13 1.666667 -5.000000 0.0000 0.3930  107.12 0.0 0.0
14 3.333333 -5.000000 0.4577 0.0000  122.42 0.0 0.0
15 5.000000 -5.000000 0.9918 0.0000  134.23 0.0 0.0
16 6.666667 -5.000000 0.9100 0.0000  142.91 0.0 0.0
17 8.333333 -5.000000 0.7498 0.0000  149.26 0.0 0.0
18 10.000000 -5.000000 0.6240 0.0000  154.00 0.0 0.0
19 11.666667 -5.000000 0.5320 0.0000  157.63 0.0 0.0
20 13.333333 -5.000000 0.4635 0.0000  160.47 0.0 0.0
21 15.000000 -5.000000 0.4109 0.0000  162.75 0.0 0.0
22 16.666667 -5.000000 0.3694 0.0000  164.62 0.0 0.0
23 18.333333 -5.000000 0.3358 0.0000  166.18 0.0 0.0
24 20.000000 -5.000000 0.3081 0.0000  167.49 0.0 0.0
0 -20.000000 -3.333333 0.2921 0.0000    9.63 0.0 0.0
1 -18.333333 -3.333333 0.3158 0.0000   10.41 0.0 0.0
2 -16.666667 -3.333333 0.3440 0.0000   11.35 0.0 0.0
3 -15.000000 -3.333333 0.3779 0.0000   12.50 0.0 0.0
4 -13.333333 -3.333333 0.4195 0.0000   13.95 0.0 0.0
5 -11.666667 -3.333333 0.4718 0.0000   15.79 0.0 0.0
6 -10.000000 -3.333333 0.5393 0.0000   18.23 0.0 0.0
7 -8.333333 -3.333333 0.6292 0.0000   21.55 0.0 0.0
8 -6.666667 -3.333333 0.7523 0.0000   26.32 0.0 0.0
9 -5.000000 -3.333333 0.9143 0.0000   33.58 0.0 0.0
10 -3.333333 -3.333333 0.9717 0.0000   45.27 0.0 0.0
11 -1.666667 -3.333333 0.0000 0.0426   64.11 0.0 0.0
12 0.000000 -3.333333 0.0000 0.8546   89.32 0.0 0.0
13 1.666667 -3.333333 0.0000 0.7408  114.05 0.0 0.0
14 3.333333 -3.333333 0.3623 0.0000  132.93 0.0 0.0
15 5.000000 -3.333333 0.9975 0.0000  145.25 0.0 0.0
16 6.666667 -3.333333 0.8883 0.0000  153.11 0.0 0.0
17 8.333333 -3.333333 0.7297 0.0000  158.34 0.0 0.0
18 10.000000 -3.333333 0.6100 0.0000  162.02 0.0 0.0
19 11.666667 -3.333333 0.5226 0.0000  164.73 0.0 0.0
20 13.333333 -3.333333 0.4570 0.0000  166.81 0.0 0.0
21 15.000000 -3.333333 0.4064 0.0000  168.45 0.0 0.0
22 16.666667 -3.333333 0.3662 0.0000  169.78 0.0 0.0
23 18.333333 -3.333333 0.3335 0.0000  170.89 0.0 0.0
24 20.000000 -3.333333 0.3064 0.0000  171.81 0.0 0.0
0 -20.000000 -1.666667 0.2957 0.0000    5.35 0.0 0.0
1 -18.333333 -1.666667 0.3202 0.0000    5.73 0.0 0.0
2 -16.666667 -1.666667 0.3493 0.0000    6.19 0.0 0.0
3 -15.000000 -1.666667 0.3846 0.0000    6.77 0.0 0.0
4 -13.333333 -1.666667 0.4280 0.0000    7.50 0.0 0.0
5 -11.666667 -1.666667 0.4827 0.0000    8.45 0.0 0.0
6 -10.000000 -1.666667 0.5534 0.0000    9.74 0.0 0.0
7 -8.333333 -1.666667 0.6475 0.0000   11.55 0.0 0.0
8 -6.666667 -1.666667 0.7750 0.0000   14.28 0.0 0.0
9 -5.000000 -1.666667 0.9364 0.0000   18.78 0.0 0.0
10 -3.333333 -1.666667 0.9210 0.0000   27.52 0.0 0.0
11 -1.666667 -1.666667 0.0000 0.7168   48.81 0.0 0.0
12 0.000000 -1.666667 0.0000 0.9965   90.25 0.0 0.0
13 1.666667 -1.666667 0.0000 0.9561  128.13 0.0 0.0
14 3.333333 -1.666667 0.4297 0.0000  150.37 0.0 0.0
15 5.000000 -1.666667 0.9982 0.0000  160.37 0.0 0.0
16 6.666667 -1.666667 0.8563 0.0000  165.57 0.0 0.0
17 8.333333 -1.666667 0.7059 0.0000  168.71 0.0 0.0
18 10.000000 -1.666667 0.5944 0.0000  170.82 0.0 0.0
19 11.666667 -1.666667 0.5122 0.0000  172.33 0.0 0.0
20 13.333333 -1.666667 0.4499 0.0000  173.48 0.0 0.0
21 15.000000 -1.666667 0.4013 0.0000  174.38 0.0 0.0
22 16.666667 -1.666667 0.3624 0.0000  175.10 0.0 0.0
23 18.333333 -1.666667 0.3306 0.0000  175.71 0.0 0.0
24 20.000000 -1.666667 0.3042 0.0000  176.22 0.0 0.0
0 -20.000000 0.000000 0.2988 0.0000    0.99 0.0 0.0
1 -18.333333 0.000000 0.3240 0.0000    0.94 0.0 0.0
2 -16.666667 0.000000 0.3541 0.0000    0.90 0.0 0.0
3 -15.000000 0.000000 0.3907 0.0000    0.86 0.0 0.0
4 -13.333333 0.000000 0.4360 0.0000    0.82 0.0 0.0
5 -11.666667 0.000000 0.4934 0.0000    0.78 0.0 0.0
6 -10.000000 0.000000 0.5680 0.0000    0.75 0.0 0.0
7 -8.333333 0.000000 0.6677 0.0000    0.72 0.0 0.0
8 -6.666667 0.000000 0.8025 0.0000    0.69 0.0 0.0
9 -5.000000 0.000000 0.9631 0.0000    0.64 0.0 0.0
10 -3.333333 0.000000 0.8091 0.0000    0.47 0.0 0.0
11 -1.666667 0.000000 0.0000 0.9678  178.55 0.0 0.0
12 0.000000 0.000000 0.0000 0.8061   99.74 0.0 0.0
13 1.666667 0.000000 0.0000 0.8436  170.52 0.0 0.0
14 3.333333 0.000000 0.6733 0.0000  178.04 0.0 0.0
15 5.000000 0.000000 0.9792 0.0000  179.15 0.0 0.0
16 6.666667 0.000000 0.8218 0.0000  179.60 0.0 0.0
17 8.333333 0.000000 0.6821 0.0000  179.86 0.0 0.0
18 10.000000 0.000000 0.5786 0.0000    0.04 0.0 0.0
19 11.666667 0.000000 0.5013 0.0000    0.18 0.0 0.0
20 13.333333 0.000000 0.4421 0.0000    0.30 0.0 0.0
21 15.000000 0.000000 0.3956 0.0000    0.40 0.0 0.0
22 16.666667 0.000000 0.3581 0.0000    0.49 0.0 0.0
23 18.333333 0.000000 0.3273 0.0000    0.57 0.0 0.0
24 20.000000 0.000000 0.3015 0.0000    0.65 0.0 0.0
0 -20.000000 1.666667 0.3014 0.0000  176.60 0.0 0.0
1 -18.333333 1.666667 0.3273 0.0000  176.13 0.0 0.0
2 -16.666667 1.666667 0.3584 0.0000  175.58 0.0 0.0
3 -15.000000 1.666667 0.3963 0.0000  174.91 0.0 0.0
4 -13.333333 1.666667 0.4435 0.0000  174.09 0.0 0.0
5 -11.666667 1.666667 0.5038 0.0000  173.05 0.0 0.0
6 -10.000000 1.666667 0.5831 0.0000  171.68 0.0 0.0
7 -8.333333 1.666667 0.6903 0.0000  169.79 0.0 0.0
8 -6.666667 1.666667 0.8357 0.0000  166.98 0.0 0.0
9 -5.000000 1.666667 0.9898 0.0000  162.37 0.0 0.0
10 -3.333333 1.666667 0.6015 0.0000  153.53 0.0 0.0
11 -1.666667 1.666667 0.0000 0.9264  133.16 0.0 0.0
12 0.000000 1.666667 0.0000 0.9920   95.12 0.0 0.0
13 1.666667 1.666667 0.0000 0.8902   50.81 0.0 0.0
14 3.333333 1.666667 0.8482 0.0000   27.17 0.0 0.0
15 5.000000 1.666667 0.9548 0.0000   18.13 0.0 0.0
16 6.666667 1.666667 0.7930 0.0000   13.64 0.0 0.0
17 8.333333 1.666667 0.6609 0.0000   10.98 0.0 0.0
18 10.000000 1.666667 0.5634 0.0000    9.23 0.0 0.0
19 11.666667 1.666667 0.4903 0.0000    7.99 0.0 0.0
20 13.333333 1.666667 0.4339 0.0000    7.08 0.0 0.0
21 15.000000 1.666667 0.3893 0.0000    6.39 0.0 0.0
22 16.666667 1.666667 0.3532 0.0000    5.85 0.0 0.0
23 18.333333 1.666667 0.3234 0.0000    5.41 0.0 0.0
24 20.000000 1.666667 0.2984 0.0000    5.05 0.0 0.0
0 -20.000000 3.333333 0.3036 0.0000  172.23 0.0 0.0
1 -18.333333 3.333333 0.3301 0.0000  171.35 0.0 0.0
2 -16.666667 3.333333 0.3621 0.0000  170.31 0.0 0.0
3 -15.000000 3.333333 0.4013 0.0000  169.05 0.0 0.0
4 -13.333333 3.333333 0.4505 0.0000  167.50 0.0 0.0
5 -11.666667 3.333333 0.5139 0.0000  165.54 0.0 0.0
6 -10.000000 3.333333 0.5981 0.0000  162.99 0.0 0.0
7 -8.333333 3.333333 0.7132 0.0000  159.53 0.0 0.0
8 -6.666667 3.333333 0.8678 0.0000  154.63 0.0 0.0
9 -5.000000 3.333333 0.9998 0.0000  147.26 0.0 0.0
10 -3.333333 3.333333 0.4997 0.0000  135.58 0.0 0.0
11 -1.666667 3.333333 0.0000 0.6991  117.21 0.0 0.0
12 0.000000 3.333333 0.0000 0.8924   92.25 0.0 0.0
13 1.666667 3.333333 0.0000 0.2497   65.92 0.0 0.0
14 3.333333 3.333333 0.9341 0.0000   45.88 0.0 0.0
15 5.000000 3.333333 0.9341 0.0000   33.59 0.0 0.0
16 6.666667 3.333333 0.7697 0.0000   26.11 0.0 0.0
17 8.333333 3.333333 0.6420 0.0000   21.26 0.0 0.0
18 10.000000 3.333333 0.5489 0.0000   17.91 0.0 0.0
19 11.666667 3.333333 0.4791 0.0000   15.48 0.0 0.0
20 13.333333 3.333333 0.4253 0.0000   13.64 0.0 0.0
21 15.000000 3.333333 0.3825 0.0000   12.21 0.0 0.0
22 16.666667 3.333333 0.3478 0.0000   11.08 0.0 0.0
23 18.333333 3.333333 0.3190 0.0000   10.15 0.0 0.0
24 20.000000 3.333333 0.2948 0.0000    9.38 0.0 0.0
0 -20.000000 5.000000 0.3053 0.0000  167.94 0.0 0.0
1 -18.333333 5.000000 0.3324 0.0000  166.68 0.0 0.0
2 -16.666667 5.000000 0.3652 0.0000  165.18 0.0 0.0
3 -15.000000 5.000000 0.4056 0.0000  163.39 0.0 0.0
4 -13.333333 5.000000 0.4567 0.0000  161.20 0.0 0.0
5 -11.666667 5.000000 0.5230 0.0000  158.48 0.0 0.0
6 -10.000000 5.000000 0.6117 0.0000  155.01 0.0 0.0
7 -8.333333 5.000000 0.7330 0.0000  150.47 0.0 0.0
8 -6.666667 5.000000 0.8910 0.0000  144.38 0.0 0.0
9 -5.000000 5.000000 0.9989 0.0000  136.01 0.0 0.0
10 -3.333333 5.000000 0.5509 0.0000  124.51 0.0 0.0
11 -1.666667 5.000000 0.0000 0.3676  109.35 0.0 0.0
12 0.000000 5.000000 0.0000 0.4812   91.31 0.0 0.0
13 1.666667 5.000000 0.3350 0.0000   72.78 0.0 0.0
14 3.333333 5.000000 0.9867 0.0000   56.82 0.0 0.0
15 5.000000 5.000000 0.9087 0.0000   44.83 0.0 0.0
16 6.666667 5.000000 0.7468 0.0000   36.30 0.0 0.0
17 8.333333 5.000000 0.6236 0.0000   30.22 0.0 0.0
18 10.000000 5.000000 0.5344 0.0000   25.77 0.0 0.0
19 11.666667 5.000000 0.4677 0.0000   22.42 0.0 0.0
20 13.333333 5.000000 0.4162 0.0000   19.82 0.0 0.0
