#REFERENCE 3 0.000000 0.000000
21 15.000000 5.000000 0.3752 0.0000   17.77 0.0 0.0
22 16.666667 5.000000 0.3418 0.0000   16.10 0.0 0.0
23 18.333333 5.000000 0.3141 0.0000   14.73 0.0 0.0
24 20.000000 5.000000 0.2907 0.0000   13.59 0.0 0.0
0 -20.000000 6.666667 0.3066 0.0000  163.77 0.0 0.0
1 -18.333333 6.666667 0.3342 0.0000  162.16 0.0 0.0
2 -16.666667 6.666667 0.3678 0.0000  160.27 0.0 0.0
3 -15.000000 6.666667 0.4093 0.0000  158.03 0.0 0.0
4 -13.333333 6.666667 0.4620 0.0000  155.33 0.0 0.0
5 -11.666667 6.666667 0.5306 0.0000  152.03 0.0 0.0
6 -10.000000 6.666667 0.6225 0.0000  147.93 0.0 0.0
7 -8.333333 6.666667 0.7467 0.0000  142.78 0.0 0.0
8 -6.666667 6.666667 0.9020 0.0000  136.22 0.0 0.0
9 -5.000000 6.666667 0.9990 0.0000  127.86 0.0 0.0
10 -3.333333 6.666667 0.6894 0.0000  117.40 0.0 0.0
11 -1.666667 6.666667 0.0852 0.0000  104.86 0.0 0.0
12 0.000000 6.666667 0.1133 0.0000   90.86 0.0 0.0
13 1.666667 6.666667 0.7425 0.0000   76.64 0.0 0.0
14 3.333333 6.666667 0.9993 0.0000   63.64 0.0 0.0
15 5.000000 6.666667 0.8746 0.0000   52.83 0.0 0.0
16 6.666667 6.666667 0.7207 0.0000   44.32 0.0 0.0
17 8.333333 6.666667 0.6042 0.0000   37.75 0.0 0.0
18 10.000000 6.666667 0.5193 0.0000   32.67 0.0 0.0
19 11.666667 6.666667 0.4557 0.0000   28.69 0.0 0.0
20 13.333333 6.666667 0.4065 0.0000   25.53 0.0 0.0
21 15.000000 6.666667 0.3673 0.0000   22.97 0.0 0.0
22 16.666667 6.666667 0.3354 0.0000   20.86 0.0 0.0
23 18.333333 6.666667 0.3088 0.0000   19.11 0.0 0.0
24 20.000000 6.666667 0.2862 0.0000   17.63 0.0 0.0
0 -20.000000 8.333333 0.3075 0.0000  159.76 0.0 0.0
1 -18.333333 8.333333 0.3356 0.0000  157.85 0.0 0.0
2 -16.666667 8.333333 0.3697 0.0000  155.63 0.0 0.0
3 -15.000000 8.333333 0.4121 0.0000  153.03 0.0 0.0
4 -13.333333 8.333333 0.4660 0.0000  149.94 0.0 0.0
5 -11.666667 8.333333 0.5361 0.0000  146.25 0.0 0.0
6 -10.000000 8.333333 0.6293 0.0000  141.79 0.0 0.0
7 -8.333333 8.333333 0.7529 0.0000  136.38 0.0 0.0
8 -6.666667 8.333333 0.9015 0.0000  129.81 0.0 0.0
9 -5.000000 8.333333 0.9999 0.0000  121.89 0.0 0.0
10 -3.333333 8.333333 0.8417 0.0000  112.57 0.0 0.0
11 -1.666667 8.333333 0.5354 0.0000  102.00 0.0 0.0
12 0.000000 8.333333 0.6277 0.0000   90.60 0.0 0.0
13 1.666667 8.333333 0.9451 0.0000   79.07 0.0 0.0
14 3.333333 8.333333 0.9755 0.0000   68.20 0.0 0.0
15 5.000000 8.333333 0.8331 0.0000   58.61 0.0 0.0
16 6.666667 8.333333 0.6912 0.0000   50.55 0.0 0.0
17 8.333333 8.333333 0.5831 0.0000   43.96 0.0 0.0
18 10.000000 8.333333 0.5034 0.0000   38.61 0.0 0.0
19 11.666667 8.333333 0.4432 0.0000   34.26 0.0 0.0
20 13.333333 8.333333 0.3965 0.0000   30.70 0.0 0.0
21 15.000000 8.333333 0.3591 0.0000   27.77 0.0 0.0
22 16.666667 8.333333 0.3285 0.0000   25.31 0.0 0.0
23 18.333333 8.333333 0.3030 0.0000   23.24 0.0 0.0
24 20.000000 8.333333 0.2814 0.0000   21.48 0.0 0.0
0 -20.000000 10.000000 0.3080 0.0000  155.94 0.0 0.0
1 -18.333333 10.000000 0.3364 0.0000  153.78 0.0 0.0
2 -16.666667 10.000000 0.3710 0.0000  151.30 0.0 0.0
3 -15.000000 10.000000 0.4140 0.0000  148.43 0.0 0.0
4 -13.333333 10.000000 0.4685 0.0000  145.08 0.0 0.0
5 -11.666667 10.000000 0.5391 0.0000  141.16 0.0 0.0
6 -10.000000 10.000000 0.6316 0.0000  136.54 0.0 0.0
7 -8.333333 10.000000 0.7513 0.0000  131.10 0.0 0.0
8 -6.666667 10.000000 0.8907 0.0000  124.75 0.0 0.0
9 -5.000000 10.000000 0.9938 0.0000  117.41 0.0 0.0
10 -3.333333 10.000000 0.9513 0.0000  109.12 0.0 0.0
11 -1.666667 10.000000 0.8422 0.0000  100.03 0.0 0.0
12 0.000000 10.000000 0.9089 0.0000   90.43 0.0 0.0
13 1.666667 10.000000 0.9998 0.0000   80.73 0.0 0.0
14 3.333333 10.000000 0.9284 0.0000   71.42 0.0 0.0
15 5.000000 10.000000 0.7873 0.0000   62.91 0.0 0.0
16 6.666667 10.000000 0.6593 0.0000   55.44 0.0 0.0
17 8.333333 10.000000 0.5608 0.0000   49.05 0.0 0.0
18 10.000000 10.000000 0.4867 0.0000   43.66 0.0 0.0
19 11.666667 10.000000 0.4302 0.0000   39.14 0.0 0.0
20 13.333333 10.000000 0.3860 0.0000   35.35 0.0 0.0
21 15.000000 10.000000 0.3505 0.0000   32.15 0.0 0.0
22 16.666667 10.000000 0.3213 0.0000   29.44 0.0 0.0
23 18.333333 10.000000 0.2970 0.0000   27.12 0.0 0.0
24 20.000000 10.000000 0.2762 0.0000   25.12 0.0 0.0
0 -20.000000 11.666667 0.3081 0.0000  152.32 0.0 0.0
1 -18.333333 11.666667 0.3368 0.0000  149.97 0.0 0.0
2 -16.666667 11.666667 0.3716 0.0000  147.30 0.0 0.0
3 -15.000000 11.666667 0.4149 0.0000  144.24 0.0 0.0
4 -13.333333 11.666667 0.4694 0.0000  140.73 0.0 0.0
5 -11.666667 11.666667 0.5393 0.0000  136.69 0.0 0.0
6 -10.000000 11.666667 0.6294 0.0000  132.06 0.0 0.0
7 -8.333333 11.666667 0.7427 0.0000  126.75 0.0 0.0
8 -6.666667 11.666667 0.8709 0.0000  120.72 0.0 0.0
9 -5.000000 11.666667 0.9748 0.0000  113.96 0.0 0.0
10 -3.333333 11.666667 0.9975 0.0000  106.54 0.0 0.0
11 -1.666667 11.666667 0.9782 0.0000   98.59 0.0 0.0
12 0.000000 11.666667 0.9971 0.0000   90.29 0.0 0.0
13 1.666667 11.666667 0.9756 0.0000   81.93 0.0 0.0
14 3.333333 11.666667 0.8702 0.0000   73.80 0.0 0.0
15 5.000000 11.666667 0.7400 0.0000   66.20 0.0 0.0
16 6.666667 11.666667 0.6265 0.0000   59.32 0.0 0.0
17 8.333333 11.666667 0.5376 0.0000   53.24 0.0 0.0
18 10.000000 11.666667 0.4695 0.0000   47.95 0.0 0.0
19 11.666667 11.666667 0.4169 0.0000   43.40 0.0 0.0
20 13.333333 11.666667 0.3752 0.0000   39.49 0.0 0.0
21 15.000000 11.666667 0.3416 0.0000   36.12 0.0 0.0
22 16.666667 11.666667 0.3139 0.0000   33.22 0.0 0.0
23 18.333333 11.666667 0.2907 0.0000   30.71 0.0 0.0
24 20.000000 11.666667 0.2709 0.0000   28.53 0.0 0.0
0 -20.000000 13.333333 0.3079 0.0000  148.92 0.0 0.0
1 -18.333333 13.333333 0.3366 0.0000  146.43 0.0 0.0
2 -16.666667 13.333333 0.3715 0.0000  143.61 0.0 0.0
3 -15.000000 13.333333 0.4146 0.0000  140.44 0.0 0.0
4 -13.333333 13.333333 0.4685 0.0000  136.85 0.0 0.0
5 -11.666667 13.333333 0.5367 0.0000  132.80 0.0 0.0
6 -10.000000 13.333333 0.6228 0.0000  128.24 0.0 0.0
7 -8.333333 13.333333 0.7278 0.0000  123.12 0.0 0.0
8 -6.666667 13.333333 0.8434 0.0000  117.45 0.0 0.0
9 -5.000000 13.333333 0.9419 0.0000  111.24 0.0 0.0
10 -3.333333 13.333333 0.9899 0.0000  104.56 0.0 0.0
11 -1.666667 13.333333 0.9972 0.0000   97.49 0.0 0.0
12 0.000000 13.333333 0.9822 0.0000   90.19 0.0 0.0
13 1.666667 13.333333 0.9179 0.0000   82.83 0.0 0.0
14 3.333333 13.333333 0.8092 0.0000   75.63 0.0 0.0
15 5.000000 13.333333 0.6936 0.0000   68.78 0.0 0.0
16 6.666667 13.333333 0.5938 0.0000   62.44 0.0 0.0
17 8.333333 13.333333 0.5143 0.0000   56.71 0.0 0.0
18 10.000000 13.333333 0.4522 0.0000   51.60 0.0 0.0
19 11.666667 13.333333 0.4033 0.0000   47.10 0.0 0.0
20 13.333333 13.333333 0.3643 0.0000   43.16 0.0 0.0
21 15.000000 13.333333 0.3326 0.0000   39.71 0.0 0.0
22 16.666667 13.333333 0.3063 0.0000   36.69 0.0 0.0
23 18.333333 13.333333 0.2842 0.0000   34.04 0.0 0.0
24 20.000000 13.333333 0.2653 0.0000   31.71 0.0 0.0
0 -20.000000 15.000000 0.3073 0.0000  145.75 0.0 0.0
1 -18.333333 15.000000 0.3359 0.0000  143.14 0.0 0.0
2 -16.666667 15.000000 0.3706 0.0000  140.24 0.0 0.0
3 -15.000000 15.000000 0.4132 0.0000  137.01 0.0 0.0
4 -13.333333 15.000000 0.4659 0.0000  133.41 0.0 0.0
5 -11.666667 15.000000 0.5315 0.0000  129.40 0.0 0.0
6 -10.000000 15.000000 0.6123 0.0000  124.97 0.0 0.0
7 -8.333333 15.000000 0.7079 0.0000  120.09 0.0 0.0
8 -6.666667 15.000000 0.8100 0.0000  114.77 0.0 0.0
9 -5.000000 15.000000 0.8980 0.0000  109.05 0.0 0.0
10 -3.333333 15.000000 0.9485 0.0000  102.98 0.0 0.0
11 -1.666667 15.000000 0.9570 0.0000   96.63 0.0 0.0
12 0.000000 15.000000 0.9249 0.0000   90.10 0.0 0.0
13 1.666667 15.000000 0.8502 0.0000   83.53 0.0 0.0
14 3.333333 15.000000 0.7500 0.0000   77.06 0.0 0.0
15 5.000000 15.000000 0.6493 0.0000   70.84 0.0 0.0
16 6.666667 15.000000 0.5621 0.0000   65.00 0.0 0.0
17 8.333333 15.000000 0.4913 0.0000   59.61 0.0 0.0
18 10.000000 15.000000 0.4348 0.0000   54.72 0.0 0.0
19 11.666667 15.000000 0.3898 0.0000   50.33 0.0 0.0
20 13.333333 15.000000 0.3534 0.0000   46.41 0.0 0.0
21 15.000000 15.000000 0.3235 0.0000   42.93 0.0 0.0
22 16.666667 15.000000 0.2987 0.0000   39.84 0.0 0.0
23 18.333333 15.000000 0.2776 0.0000   37.11 0.0 0.0
24 20.000000 15.000000 0.2596 0.0000   34.67 0.0 0.0
0 -20.000000 16.666667 0.3063 0.0000  142.79 0.0 0.0
1 -18.333333 16.666667 0.3347 0.0000  140.12 0.0 0.0
2 -16.666667 16.666667 0.3690 0.0000  137.17 0.0 0.0
3 -15.000000 16.666667 0.4106 0.0000  133.93 0.0 0.0
4 -13.333333 16.666667 0.4616 0.0000  130.35 0.0 0.0
5 -11.666667 16.666667 0.5238 0.0000  126.43 0.0 0.0
6 -10.000000 16.666667 0.5986 0.0000  122.16 0.0 0.0
7 -8.333333 16.666667 0.6842 0.0000  117.52 0.0 0.0
8 -6.666667 16.666667 0.7726 0.0000  112.54 0.0 0.0
9 -5.000000 16.666667 0.8475 0.0000  107.25 0.0 0.0
10 -3.333333 16.666667 0.8907 0.0000  101.70 0.0 0.0
11 -1.666667 16.666667 0.8935 0.0000   95.93 0.0 0.0
12 0.000000 16.666667 0.8553 0.0000   90.03 0.0 0.0
13 1.666667 16.666667 0.7832 0.0000   84.09 0.0 0.0
14 3.333333 16.666667 0.6948 0.0000   78.22 0.0 0.0
15 5.000000 16.666667 0.6079 0.0000   72.53 0.0 0.0
16 6.666667 16.666667 0.5319 0.0000   67.12 0.0 0.0
17 8.333333 16.666667 0.4689 0.0000   62.06 0.0 0.0
18 10.000000 16.666667 0.4178 0.0000   57.39 0.0 0.0
19 11.666667 16.666667 0.3763 0.0000   53.14 0.0 0.0
20 13.333333 16.666667 0.3425 0.0000   49.29 0.0 0.0
21 15.000000 16.666667 0.3145 0.0000   45.82 0.0 0.0
22 16.666667 16.666667 0.2910 0.0000   42.71 0.0 0.0
23 18.333333 16.666667 0.2710 0.0000   39.92 0.0 0.0
24 20.000000 16.666667 0.2539 0.0000   37.42 0.0 0.0
0 -20.000000 18.333333 0.3049 0.0000  140.04 0.0 0.0
1 -18.333333 18.333333 0.3329 0.0000  137.34 0.0 0.0
2 -16.666667 18.333333 0.3665 0.0000  134.38 0.0 0.0
3 -15.000000 18.333333 0.4069 0.0000  131.15 0.0 0.0
4 -13.333333 18.333333 0.4556 0.0000  127.64 0.0 0.0
5 -11.666667 18.333333 0.5140 0.0000  123.83 0.0 0.0
6 -10.000000 18.333333 0.5823 0.0000  119.73 0.0 0.0
7 -8.333333 18.333333 0.6579 0.0000  115.33 0.0 0.0
8 -6.666667 18.333333 0.7331 0.0000  110.66 0.0 0.0
9 -5.000000 18.333333 0.7946 0.0000  105.75 0.0 0.0
10 -3.333333 18.333333 0.8279 0.0000  100.63 0.0 0.0
11 -1.666667 18.333333 0.8249 0.0000   95.35 0.0 0.0
12 0.000000 18.333333 0.7861 0.0000   89.96 0.0 0.0
13 1.666667 18.333333 0.7209 0.0000   84.54 0.0 0.0
14 3.333333 18.333333 0.6445 0.0000   79.17 0.0 0.0
15 5.000000 18.333333 0.5697 0.0000   73.93 0.0 0.0
16 6.666667 18.333333 0.5034 0.0000   68.90 0.0 0.0
17 8.333333 18.333333 0.4474 0.0000   64.14 0.0 0.0
18 10.000000 18.333333 0.4012 0.0000   59.70 0.0 0.0
19 11.666667 18.333333 0.3631 0.0000   55.60 0.0 0.0
20 13.333333 18.333333 0.3317 0.0000   51.85 0.0 0.0
21 15.000000 18.333333 0.3055 0.0000   48.42 0.0 0.0
22 16.666667 18.333333 0.2833 0.0000   45.32 0.0 0.0
23 18.333333 18.333333 0.2645 0.0000   42.50 0.0 0.0
24 20.000000 18.333333 0.2481 0.0000   39.96 0.0 0.0
0 -20.000000 20.000000 0.3031 0.0000  137.50 0.0 0.0
1 -18.333333 20.000000 0.3306 0.0000  134.78 0.0 0.0
2 -16.666667 20.000000 0.3633 0.0000  131.83 0.0 0.0
3 -15.000000 20.000000 0.4022 0.0000  128.65 0.0 0.0
4 -13.333333 20.000000 0.4483 0.0000  125.22 0.0 0.0
5 -11.666667 20.000000 0.5024 0.0000  121.54 0.0 0.0
6 -10.000000 20.000000 0.5640 0.0000  117.61 0.0 0.0
7 -8.333333 20.000000 0.6299 0.0000  113.44 0.0 0.0
8 -6.666667 20.000000 0.6930 0.0000  109.06 0.0 0.0
9 -5.000000 20.000000 0.7422 0.0000  104.48 0.0 0.0
10 -3.333333 20.000000 0.7662 0.0000   99.73 0.0 0.0
11 -1.666667 20.000000 0.7589 0.0000   94.86 0.0 0.0
12 0.000000 20.000000 0.7221 0.0000   89.90 0.0 0.0
13 1.666667 20.000000 0.6648 0.0000   84.91 0.0 0.0
14 3.333333 20.000000 0.5991 0.0000   79.96 0.0 0.0
15 5.000000 20.000000 0.5346 0.0000   75.10 0.0 0.0
16 6.666667 20.000000 0.4767 0.0000   70.41 0.0 0.0
17 8.333333 20.000000 0.4269 0.0000   65.93 0.0 0.0
18 10.000000 20.000000 0.3852 0.0000   61.71 0.0 0.0
19 11.666667 20.000000 0.3503 0.0000   57.77 0.0 0.0
20 13.333333 20.000000 0.3212 0.0000   54.12 0.0 0.0
21 15.000000 20.000000 0.2966 0.0000   50.76 0.0 0.0
22 16.666667 20.000000 0.2758 0.0000   47.68 0.0 0.0
23 18.333333 20.000000 0.2579 0.0000   44.87 0.0 0.0
24 20.000000 20.000000 0.2424 0.0000   42.30 0.0 0.0
